代號,年份,季,最高價,最低價,成交量(股),交易額(萬),開盤價,收盤價,漲跌幅(%)
1471,2009,4,39.35,24.0,532321891,176302,24.4,38.55,
1471,2010,1,42.0,29.35,268810543,106209,38.55,34.1,-0.11543450064850833
1471,2010,2,36.45,22.0,157881427,65805,34.2,23.75,-0.3035190615835777
1471,2010,3,28.95,20.6,105589675,45564,23.85,24.5,0.031578947368421054
1471,2010,4,24.6,17.6,73590950,32479,24.5,20.1,-0.1795918367346938
1471,2011,1,21.05,15.2,44681150,19378,20.2,17.15,-0.146766169154229
1471,2011,2,18.6,12.75,32407277,14416,17.15,13.9,-0.18950437317784247
1471,2011,3,14.7,9.51,46096797,17735,13.9,10.0,-0.28057553956834536
1471,2011,4,13.3,9.4,75224857,27139,9.61,10.1,0.009999999999999964
1471,2012,1,15.9,9.88,127808028,40983,10.1,12.85,0.2722772277227723
1471,2012,2,12.9,10.1,35839191,13735,12.85,10.75,-0.16342412451361865
1471,2012,3,11.7,9.3,32337096,11959,10.9,10.8,0.00465116279069774
1471,2012,4,10.95,8.25,30184582,10711,10.9,10.45,-0.03240740740740754
1471,2013,1,10.75,8.86,30710233,10824,10.65,9.84,-0.058373205741626744
1471,2013,2,11.4,8.9,84021250,24526,9.81,9.75,-0.00914634146341462
1471,2013,3,12.8,9.4,97594910,31649,9.7,11.35,0.16410256410256407
1471,2013,4,11.6,9.65,52781351,18331,11.4,10.75,-0.05286343612334799
1471,2014,1,13.6,10.7,142602233,41317,10.8,11.75,0.09302325581395349
1471,2014,2,12.0,10.0,51905181,16350,11.85,10.35,-0.1191489361702128
1471,2014,3,11.3,9.35,53517875,16459,10.35,9.53,-0.07922705314009665
1471,2014,4,9.64,7.52,24793802,9477,9.53,9.1,-0.04512067156348371
1471,2015,1,9.47,8.43,21662874,8444,9.2,8.54,-0.0615384615384616
1471,2015,2,8.84,5.48,45610619,15421,8.5,5.57,-0.347775175644028
1471,2015,3,5.81,3.15,44518615,12788,5.59,4.34,-0.22082585278276487
1471,2015,4,5.07,4.1,46968688,12078,4.37,4.87,0.12211981566820283
1471,2016,1,6.52,4.23,36080800,11063,4.9,5.69,0.16837782340862428
1471,2016,2,6.24,4.81,41851975,12219,5.69,5.81,0.02108963093145856
1471,2016,3,5.92,5.1,20485337,8019,5.83,5.3,-0.08777969018932871
1471,2016,4,5.58,4.06,23244386,8024,5.3,4.46,-0.1584905660377358
1471,2017,1,6.43,4.41,43225074,12852,4.53,5.66,0.2690582959641256
1471,2017,2,6.42,4.73,31753204,10221,5.66,5.13,-0.09363957597173149
1471,2017,3,5.97,4.81,64721860,15562,5.14,5.08,-0.00974658869395708
1471,2017,4,5.45,4.8,36122990,9580,5.01,5.0,-0.015748031496063006
1471,2018,1,9.59,4.92,66539518,22588,4.92,7.17,0.434
1471,2018,2,7.64,5.62,40011011,14837,7.26,6.96,-0.02928870292887029
1471,2018,3,7.46,5.63,22241925,8543,6.99,6.13,-0.1192528735632184
1471,2018,4,6.13,4.11,14338624,5682,6.13,5.14,-0.1615008156606852
1471,2019,1,6.39,4.68,13410327,6339,5.1,5.46,0.06225680933852146
1471,2019,2,5.45,4.27,11302556,5598,5.38,4.34,-0.20512820512820515
1471,2019,3,4.46,3.5,12441870,4616,4.39,3.5,-0.19354838709677416
1471,2019,4,4.52,1.82,27928283,8166,3.5,2.64,-0.2457142857142857
1471,2020,1,3.12,1.32,8167933,2809,2.75,1.48,-0.43939393939393945
1471,2020,2,2.63,1.38,6967730,2225,1.48,2.55,0.7229729729729729
1471,2020,3,8.77,2.34,77964687,19212,2.51,6.8,1.6666666666666667
1471,2020,4,6.8,4.25,72072036,19573,6.46,5.92,-0.12941176470588234
1471,2021,1,7.49,4.95,32241669,11508,6.0,7.3,0.2331081081081081
1471,2021,2,15.9,7.35,152842384,54297,7.49,12.45,0.7054794520547945
1503,2009,4,42.7,38.5,153701067,61887,41.8,41.25,
1503,2010,1,43.7,35.8,97369569,39629,41.5,38.55,-0.06545454545454553
1503,2010,2,40.5,33.75,52757801,22868,38.85,35.2,-0.08690012970168598
1503,2010,3,39.2,33.9,60096153,23123,34.8,35.9,0.019886363636363515
1503,2010,4,40.45,35.5,96920765,37021,36.3,40.05,0.11559888579387183
1503,2011,1,40.85,34.2,41395298,16488,40.4,36.3,-0.09363295880149813
1503,2011,2,37.65,34.45,38313840,17175,36.35,36.2,-0.002754820936638962
1503,2011,3,37.4,29.8,39732461,16664,36.4,31.1,-0.14088397790055252
1503,2011,4,32.6,29.55,16841972,8530,30.6,32.0,0.02893890675241153
1503,2012,1,33.75,31.1,17206238,8327,31.9,32.45,0.014062500000000089
1503,2012,2,35.9,31.4,19475062,8698,32.5,35.1,0.08166409861325111
1503,2012,3,37.0,34.1,13908106,5161,35.1,34.8,-0.008547008547008668
1503,2012,4,37.45,33.65,16004897,6723,35.0,36.0,0.03448275862068974
1503,2013,1,36.1,33.15,7910810,4027,36.0,35.6,-0.011111111111111072
1503,2013,2,36.8,34.7,13085610,5733,35.3,35.35,-0.007022471910112359
1503,2013,3,37.1,34.2,13743427,5702,35.0,37.1,0.0495049504950495
1503,2013,4,38.65,36.8,10055186,5478,37.0,38.0,0.024258760107816673
1503,2014,1,38.2,36.5,9625107,4980,38.0,37.15,-0.022368421052631617
1503,2014,2,37.8,35.45,12899684,8003,37.15,37.7,0.014804845222072793
1503,2014,3,41.9,37.3,26254139,13051,37.75,41.3,0.0954907161803712
1503,2014,4,41.3,38.7,8730811,5803,41.1,39.5,-0.04358353510895877
1503,2015,1,40.3,38.7,4595408,3365,39.5,39.95,0.01139240506329121
1503,2015,2,41.8,37.8,14197001,8600,39.8,38.4,-0.03879849812265342
1503,2015,3,40.4,36.9,9301220,4667,38.4,40.0,0.041666666666666706
1503,2015,4,41.5,38.35,4314702,2785,40.0,41.5,0.0375
1503,2016,1,40.9,39.0,3633847,2846,40.9,39.55,-0.046987951807228985
1503,2016,2,40.6,39.05,4350449,2772,39.35,40.25,0.01769911504424786
1503,2016,3,40.95,38.3,5194256,4313,40.25,40.8,0.013664596273291855
1503,2016,4,40.8,38.65,5522988,3379,40.8,40.5,-0.007352941176470519
1503,2017,1,43.4,39.95,3710378,5397,40.5,40.9,0.009876543209876508
1503,2017,2,43.25,39.4,4253477,4596,40.9,41.25,0.00855745721271397
1503,2017,3,42.85,39.65,7539259,4334,41.05,41.9,0.015757575757575724
1503,2017,4,42.35,40.2,4795536,4304,42.15,41.3,-0.014319809069212444
1503,2018,1,42.1,39.9,3724064,3184,41.3,41.45,0.0036319612590800412
1503,2018,2,43.05,40.7,4546024,3024,41.35,41.3,-0.0036188178528348777
1503,2018,3,54.9,40.0,26505276,17888,41.3,46.1,0.11622276029055702
1503,2018,4,48.4,39.2,11984011,8840,47.0,40.95,-0.11171366594360084
1503,2019,1,42.55,40.2,4918623,3759,41.0,42.0,0.02564102564102557
1503,2019,2,48.0,41.7,14902955,9498,41.9,46.7,0.11190476190476198
1503,2019,3,47.8,42.05,9833167,7505,46.8,45.95,-0.016059957173447537
1503,2019,4,47.1,44.25,5420640,4299,46.0,45.25,-0.015233949945593097
1503,2020,1,47.5,38.1,8604878,6745,45.2,39.7,-0.12265193370165739
1503,2020,2,46.4,39.15,8049610,8141,39.7,45.6,0.14861460957178838
1503,2020,3,54.5,44.5,26307666,17621,45.8,47.5,0.04166666666666664
1503,2020,4,51.9,47.15,9750777,8117,47.6,50.8,0.06947368421052626
1503,2021,1,51.4,46.7,7765527,7634,50.6,49.2,-0.03149606299212587
1503,2021,2,52.4,48.8,5748662,4370,49.0,50.3,0.022357723577235655
1504,2009,4,14.5,12.85,340423854,87569,14.1,14.0,
1504,2010,1,14.65,11.8,386243839,84607,14.0,13.95,-0.003571428571428622
1504,2010,2,14.5,12.3,295475802,75739,14.0,13.3,-0.046594982078852945
1504,2010,3,18.95,13.05,960652408,189476,13.25,18.1,0.3609022556390978
1504,2010,4,20.15,17.65,897807143,219732,18.2,19.5,0.07734806629834245
1504,2011,1,21.25,16.35,773483002,204148,19.65,20.6,0.05641025641025648
1504,2011,2,21.9,19.1,941681985,241389,20.5,20.7,0.004854368932038731
1504,2011,3,22.8,15.3,784648958,201990,20.7,16.55,-0.20048309178743956
1504,2011,4,18.85,15.4,486212110,131030,16.25,17.85,0.07854984894259823
1504,2012,1,22.5,17.75,411971757,117024,17.8,20.35,0.1400560224089636
1504,2012,2,21.85,18.9,345665834,119569,20.4,19.3,-0.05159705159705163
1504,2012,3,20.85,17.9,249571903,85446,19.35,20.3,0.05181347150259067
1504,2012,4,22.35,19.25,230882204,85450,20.35,22.25,0.09605911330049258
1504,2013,1,24.9,22.15,296328978,100351,22.25,24.1,0.0831460674157304
1504,2013,2,32.3,23.4,446932340,148654,23.95,30.0,0.2448132780082987
1504,2013,3,34.5,29.2,432276309,168988,29.9,31.3,0.043333333333333356
1504,2013,4,35.2,30.7,390387204,143322,31.2,34.15,0.09105431309904147
1504,2014,1,35.3,30.75,233994889,106195,34.1,33.95,-0.00585651537335273
1504,2014,2,35.5,31.95,307096729,128045,33.9,34.35,0.011782032400589058
1504,2014,3,41.4,30.8,388000533,174749,34.35,31.25,-0.09024745269286757
1504,2014,4,34.7,28.2,382610251,169256,31.05,30.15,-0.035200000000000044
1504,2015,1,33.0,28.6,262879841,110571,30.2,29.8,-0.011608623548921986
1504,2015,2,31.5,22.85,326635083,146263,29.8,23.95,-0.19630872483221481
1504,2015,3,27.25,21.7,320240954,139295,24.05,25.85,0.07933194154488526
1504,2015,4,29.0,24.6,209697783,101552,26.0,26.3,0.017408123791102487
1504,2016,1,28.45,23.5,173223272,87730,26.25,26.25,-0.0019011406844106733
1504,2016,2,27.7,23.9,164281751,90084,26.05,27.1,0.032380952380952434
1504,2016,3,29.0,26.2,156607886,82366,27.3,27.0,-0.003690036900369056
1504,2016,4,28.25,26.3,168068459,78866,27.2,27.9,0.03333333333333328
1504,2017,1,31.85,27.55,198478109,91256,27.75,30.85,0.10573476702508972
1504,2017,2,31.5,28.4,202347228,108844,31.2,29.25,-0.051863857374392267
1504,2017,3,29.1,27.1,168777521,77879,29.0,27.4,-0.0632478632478633
1504,2017,4,29.45,27.3,145831385,63222,27.3,28.5,0.04014598540145991
1504,2018,1,29.15,23.85,258551605,91009,28.45,24.55,-0.13859649122807016
1504,2018,2,25.35,22.8,221311529,91674,24.75,22.9,-0.06720977596741352
1504,2018,3,23.05,20.8,180838267,79602,22.9,22.15,-0.03275109170305677
1504,2018,4,22.6,16.6,657776754,185324,22.15,17.45,-0.21218961625282165
1504,2019,1,21.1,16.95,306503860,105343,17.55,21.0,0.20343839541547282
1504,2019,2,24.25,21.0,416001551,141480,21.2,22.8,0.08571428571428574
1504,2019,3,25.85,22.05,308458320,108000,22.8,25.0,0.0964912280701754
1504,2019,4,27.65,24.8,283456408,94068,24.8,26.2,0.04799999999999997
1504,2020,1,27.9,23.0,325526989,97074,26.25,24.1,-0.08015267175572512
1504,2020,2,29.4,23.6,192581991,90140,24.05,27.05,0.12240663900414935
1504,2020,3,31.1,26.55,244266776,112398,27.25,29.85,0.1035120147874307
1504,2020,4,30.75,27.05,202980008,98026,30.0,27.65,-0.07370184254606374
1504,2021,1,33.65,26.8,291656601,146361,27.7,32.35,0.16998191681735997
1504,2021,2,36.6,31.65,115032353,55671,32.4,32.35,0.0
1506,2009,4,15.5,13.6,9826191,2516,14.25,14.1,
1506,2010,1,17.35,12.7,95599728,12875,14.1,16.3,0.15602836879432633
1506,2010,2,17.3,14.1,97902354,16090,16.5,15.25,-0.06441717791411047
1506,2010,3,18.75,15.25,108666070,19759,15.25,17.1,0.12131147540983615
1506,2010,4,30.1,23.75,79822606,20769,25.85,28.1,0.6432748538011696
1506,2011,1,28.6,25.25,30664437,8410,28.1,26.7,-0.04982206405693958
1506,2011,2,32.25,22.35,97008116,24452,26.7,25.3,-0.0524344569288389
1506,2011,3,25.35,20.5,21623529,4935,25.2,21.25,-0.16007905138339923
1506,2011,4,27.1,20.7,26352819,5820,21.0,26.95,0.268235294117647
1506,2012,1,29.1,25.8,50051613,8623,26.95,28.0,0.03896103896103899
1506,2012,2,28.0,22.5,9542405,2899,27.6,24.7,-0.11785714285714288
1506,2012,3,27.2,24.0,15848264,2916,24.7,24.95,0.010121457489878543
1506,2012,4,25.3,17.65,19370057,6689,24.65,19.7,-0.21042084168336675
1506,2013,1,23.8,17.65,22801041,7413,20.0,17.8,-0.09644670050761414
1506,2013,2,18.25,13.15,46072692,12606,18.0,13.5,-0.2415730337078652
1506,2013,3,19.75,13.1,127023897,42317,13.5,19.1,0.4148148148148149
1506,2013,4,22.4,16.0,104973709,31099,19.3,18.7,-0.02094240837696346
1506,2014,1,20.8,18.1,51530970,17238,18.9,18.95,0.013368983957219251
1506,2014,2,25.4,18.3,111703036,36715,19.0,24.4,0.28759894459102897
1506,2014,3,24.6,19.95,34045290,12511,24.6,20.8,-0.1475409836065573
1506,2014,4,24.4,19.1,28001896,10692,20.8,23.55,0.13221153846153846
1506,2015,1,26.0,21.6,48236373,18107,23.8,22.5,-0.04458598726114653
1506,2015,2,24.4,17.6,20724784,8426,22.7,19.0,-0.15555555555555556
1506,2015,3,19.6,11.65,21936959,7688,18.8,15.1,-0.20526315789473687
1506,2015,4,16.85,14.35,10824881,4962,15.2,14.6,-0.033112582781456956
1506,2016,1,19.3,13.7,20643312,8907,14.65,16.6,0.13698630136986314
1506,2016,2,17.15,14.0,7366609,3536,16.5,15.3,-0.07831325301204822
1506,2016,3,15.5,13.9,6758520,3418,15.3,14.35,-0.06209150326797392
1506,2016,4,16.05,13.55,11083964,4204,14.35,14.55,0.013937282229965231
1506,2017,1,24.2,13.7,78533911,26952,14.55,23.0,0.5807560137457044
1506,2017,2,27.0,19.65,65341884,27991,23.5,25.2,0.09565217391304345
1506,2017,3,25.15,18.2,43413489,17139,25.15,22.3,-0.11507936507936503
1506,2017,4,23.5,19.95,18872604,8432,22.5,21.15,-0.05156950672645749
1506,2018,1,22.5,19.8,12110167,5380,21.4,21.2,0.0023640661938534617
1506,2018,2,24.15,20.05,24761305,9516,21.3,21.1,-0.004716981132075371
1506,2018,3,23.7,19.8,22042259,6015,21.1,23.3,0.10426540284360185
1506,2018,4,24.1,20.2,14911492,4692,23.45,21.9,-0.060085836909871335
1506,2019,1,22.0,20.0,6917554,3169,22.0,20.65,-0.05707762557077626
1506,2019,2,20.6,17.3,7300648,2490,20.3,17.9,-0.13317191283292978
1506,2019,3,18.0,14.5,4966853,2227,17.65,15.1,-0.15642458100558654
1506,2019,4,19.05,14.0,6948428,3120,15.1,15.0,-0.006622516556291367
1506,2020,1,14.9,9.3,12764653,3784,14.8,9.8,-0.3466666666666666
1506,2020,2,15.45,9.53,37356185,15524,9.53,11.35,0.15816326530612232
1506,2020,3,13.2,10.65,26344101,9341,11.25,11.75,0.03524229074889871
1506,2020,4,12.35,10.2,18960563,6807,11.7,10.8,-0.08085106382978717
1506,2021,1,10.85,9.27,10687470,5564,10.8,9.75,-0.09722222222222228
1506,2021,2,12.95,9.4,29397899,10738,9.72,10.45,0.07179487179487172
1507,2009,4,27.3,21.9,112053468,36237,22.3,25.45,
1507,2010,1,26.65,22.15,89413090,29345,25.5,26.3,0.03339882121807471
1507,2010,2,31.0,26.15,94279565,32167,26.3,26.3,0.0
1507,2010,3,43.1,25.95,161269151,57151,26.3,39.9,0.5171102661596957
1507,2010,4,47.8,38.0,95904876,41528,39.9,43.8,0.0977443609022556
1507,2011,1,49.95,38.4,100141369,48927,44.2,46.3,0.05707762557077626
1507,2011,2,58.6,45.9,156407074,76929,46.3,57.3,0.23758099352051837
1507,2011,3,57.7,44.0,66370994,35179,57.3,47.8,-0.16579406631762653
1507,2011,4,51.6,42.55,43961469,25146,47.5,45.6,-0.04602510460251037
1507,2012,1,49.6,45.0,70017406,35126,45.65,47.25,0.036184210526315756
1507,2012,2,50.0,44.75,34121923,19453,47.25,50.0,0.0582010582010582
1507,2012,3,60.8,46.7,41897478,21859,49.8,60.5,0.21
1507,2012,4,62.7,49.5,56562984,32282,60.4,53.5,-0.11570247933884298
1507,2013,1,60.5,53.2,80305067,32585,53.7,60.0,0.12149532710280374
1507,2013,2,74.7,55.8,104135794,57648,59.8,59.8,-0.003333333333333381
1507,2013,3,80.5,58.0,130792909,72492,59.8,77.7,0.2993311036789299
1507,2013,4,95.0,77.4,63638336,45266,78.7,85.5,0.10038610038610035
1507,2014,1,90.3,79.8,58076088,42248,86.0,87.4,0.02222222222222229
1507,2014,2,91.3,67.2,80961708,52408,87.6,71.0,-0.18764302059496574
1507,2014,3,79.5,62.6,87173828,52553,68.5,70.2,-0.011267605633802778
1507,2014,4,79.3,64.1,72560842,43255,70.2,79.3,0.12962962962962954
1507,2015,1,78.0,69.2,49485388,34368,78.0,72.7,-0.08322824716267332
1507,2015,2,72.7,56.9,65062626,45476,72.7,59.3,-0.18431911966987627
1507,2015,3,60.2,41.9,59622951,40920,59.1,52.1,-0.12141652613827987
1507,2015,4,55.8,45.4,43646400,30599,52.2,47.45,-0.08925143953934737
1507,2016,1,52.2,41.55,48967028,29871,47.55,45.95,-0.031612223393045306
1507,2016,2,49.5,45.0,27550190,21682,45.95,45.5,-0.009793253536452728
1507,2016,3,48.1,43.45,30824078,20619,45.9,46.6,0.024175824175824208
1507,2016,4,48.8,43.0,24768731,18259,46.6,44.85,-0.03755364806866952
1507,2017,1,54.0,44.3,30562244,23661,44.85,52.6,0.17279821627647715
1507,2017,2,55.9,47.9,35341211,24329,53.8,51.8,-0.015209125475285253
1507,2017,3,59.5,48.05,47372234,25452,51.8,56.4,0.08880308880308883
1507,2017,4,61.3,47.5,39209755,28565,55.9,48.05,-0.14804964539007096
1507,2018,1,60.3,47.55,51827360,29205,47.8,56.4,0.17377731529656612
1507,2018,2,57.5,47.3,36655045,11941,56.5,48.4,-0.14184397163120568
1507,2018,3,54.6,46.0,32134514,12343,48.3,47.85,-0.011363636363636305
1507,2018,4,60.0,47.05,33388859,20323,47.85,59.2,0.23719958202716826
1507,2019,1,64.5,59.1,30623095,12454,59.1,64.0,0.08108108108108103
1507,2019,2,70.1,60.1,33778480,6650,64.0,70.1,0.09531249999999991
1507,2019,3,70.4,61.0,3979000,2902,70.1,63.3,-0.09700427960057058
1507,2019,4,66.4,61.6,7562827,3389,63.2,64.3,0.015797788309636653
1507,2020,1,65.0,52.0,34097861,5904,64.4,59.0,-0.08242612752721613
1507,2020,2,62.9,54.8,7395365,5481,58.6,56.8,-0.03728813559322039
1507,2020,3,58.4,53.4,10564201,4772,56.8,55.3,-0.026408450704225355
1507,2020,4,67.6,55.3,54874187,9913,55.3,62.7,0.13381555153707064
1507,2021,1,63.6,56.1,4965266,5410,62.7,60.0,-0.04306220095693784
1507,2021,2,68.8,59.5,36616851,9134,59.9,62.6,0.043333333333333356
1513,2009,4,21.25,17.9,679202111,171250,18.2,20.2,
1513,2010,1,21.45,15.8,208198196,60378,20.4,18.55,-0.08168316831683162
1513,2010,2,18.8,16.5,120254983,38814,18.65,17.1,-0.07816711590296492
1513,2010,3,19.45,17.0,215103626,64339,17.1,18.25,0.067251461988304
1513,2010,4,19.25,17.35,145543685,44555,18.25,17.9,-0.0191780821917809
1513,2011,1,18.55,16.25,128925860,40970,18.0,18.15,0.013966480446927375
1513,2011,2,18.9,16.9,116423419,34919,18.2,17.15,-0.05509641873278237
1513,2011,3,18.55,14.15,76974945,25722,17.15,14.9,-0.13119533527696783
1513,2011,4,16.1,14.2,52080324,17436,14.8,15.35,0.030201342281879148
1513,2012,1,17.5,14.7,138840962,42054,15.3,16.95,0.1042345276872964
1513,2012,2,17.4,16.05,74561883,23433,16.95,16.85,-0.005899705014749137
1513,2012,3,17.1,15.65,56199529,18149,16.9,15.85,-0.059347181008902176
1513,2012,4,16.95,15.1,69836394,21956,15.85,15.55,-0.018927444794952616
1513,2013,1,16.35,15.5,59089259,17949,15.6,16.35,0.05144694533762062
1513,2013,2,17.6,16.15,95759878,30118,16.35,16.85,0.030581039755351678
1513,2013,3,17.45,16.05,82253321,27498,16.8,17.0,0.008902077151335227
1513,2013,4,24.2,17.0,724706597,205696,17.0,22.6,0.32941176470588246
1513,2014,1,23.15,19.65,282898867,96041,22.6,21.2,-0.061946902654867346
1513,2014,2,22.0,19.4,151879682,56820,21.4,21.35,0.007075471698113308
1513,2014,3,22.5,20.3,138232448,50499,21.3,20.45,-0.042154566744730775
1513,2014,4,21.0,18.7,62530749,27729,20.45,20.3,-0.007334963325183305
1513,2015,1,21.35,20.15,45777224,21878,20.4,21.15,0.0418719211822659
1513,2015,2,23.65,17.0,90692023,38083,21.05,17.85,-0.1560283687943261
1513,2015,3,18.8,15.15,37879058,19454,18.0,16.3,-0.08683473389355746
1513,2015,4,18.2,16.3,33863942,16576,16.35,16.9,0.036809815950920116
1513,2016,1,19.75,16.3,59683505,24095,16.9,18.05,0.06804733727810663
1513,2016,2,19.0,17.4,37654492,18502,18.05,18.75,0.038781163434903
1513,2016,3,19.2,17.0,37490889,17809,18.75,17.7,-0.056000000000000036
1513,2016,4,20.05,17.35,78363608,26832,17.75,19.35,0.09322033898305097
1513,2017,1,21.65,19.2,71048094,28017,19.35,19.8,0.023255813953488334
1513,2017,2,21.75,18.7,67516011,28475,19.8,21.2,0.07070707070707064
1513,2017,3,24.2,19.8,194308316,66671,21.15,22.15,0.04481132075471695
1513,2017,4,23.0,20.4,219062295,81676,22.15,22.25,0.004514672686230313
1513,2018,1,23.2,19.5,96537259,39779,22.25,22.0,-0.011235955056179775
1513,2018,2,24.7,20.45,130731171,53232,22.4,21.0,-0.045454545454545456
1513,2018,3,21.9,19.7,65964597,27662,21.05,20.8,-0.00952380952380949
1513,2018,4,21.95,18.95,55405757,24872,20.9,19.3,-0.07211538461538461
1513,2019,1,20.7,19.0,21199656,10834,19.5,20.65,0.0699481865284973
1513,2019,2,21.55,20.5,56921206,22032,20.65,21.2,0.02663438256658599
1513,2019,3,21.45,20.0,38381991,14621,21.35,20.2,-0.04716981132075472
1513,2019,4,25.0,20.05,68299701,22842,20.2,24.3,0.20297029702970304
1513,2020,1,29.25,19.7,226594716,91745,25.0,22.35,-0.08024691358024688
1513,2020,2,30.1,22.05,160847459,63669,22.05,27.65,0.23713646532438465
1513,2020,3,58.1,27.5,1099819949,451476,27.75,42.7,0.5443037974683547
1513,2020,4,65.9,42.7,2221630976,998372,43.9,53.6,0.2552693208430913
1513,2021,1,56.5,44.5,885265006,442894,52.9,52.8,-0.014925373134328438
1513,2021,2,58.3,47.5,342793174,172969,53.1,49.5,-0.06249999999999995
1514,2009,4,16.5,6.91,382298069,86092,7.05,15.35,
1514,2010,1,15.85,9.9,192911559,52748,15.5,14.25,-0.07166123778501626
1514,2010,2,15.9,9.92,160305714,46273,14.2,11.95,-0.16140350877192988
1514,2010,3,15.45,11.3,209380169,59523,11.95,12.4,0.03765690376569047
1514,2010,4,12.6,10.3,45437551,13381,12.45,11.65,-0.06048387096774193
1514,2011,1,12.5,10.05,46842192,14010,11.65,12.0,0.03004291845493559
1514,2011,2,13.0,10.9,72996208,20091,12.0,11.55,-0.03749999999999994
1514,2011,3,11.65,7.62,41485841,10787,11.6,7.87,-0.31861471861471863
1514,2011,4,9.2,6.47,22364270,6095,7.6,7.24,-0.0800508259212198
1514,2012,1,9.25,6.83,29632259,7620,7.18,8.45,0.1671270718232043
1514,2012,2,8.48,7.6,22315212,6334,8.45,8.08,-0.04378698224852062
1514,2012,3,9.32,7.73,31491504,8206,8.15,9.11,0.1274752475247524
1514,2012,4,9.11,7.91,20351370,5112,9.11,8.49,-0.0680570801317233
1514,2013,1,9.24,8.41,20779079,5232,8.5,9.19,0.08244994110718484
1514,2013,2,10.2,8.92,29650030,8715,9.19,9.75,0.0609357997823722
1514,2013,3,9.9,8.95,18111792,4661,9.7,9.09,-0.0676923076923077
1514,2013,4,10.85,9.06,57754174,16418,9.09,10.3,0.13311331133113322
1514,2014,1,11.15,9.51,59145145,13126,10.3,10.05,-0.024271844660194174
1514,2014,2,10.15,9.25,26847027,8428,10.05,9.38,-0.06666666666666665
1514,2014,3,9.85,8.5,19398663,5859,9.39,8.75,-0.0671641791044777
1514,2014,4,9.24,7.9,15745581,4612,8.75,9.16,0.046857142857142875
1514,2015,1,9.79,8.63,22053663,7749,9.16,9.28,0.013100436681222622
1514,2015,2,10.7,8.91,49681915,15262,9.28,9.03,-0.026939655172413795
1514,2015,3,9.31,7.02,21193894,5673,9.11,7.96,-0.11849390919158355
1514,2015,4,8.58,7.91,10688988,3580,8.08,8.19,0.028894472361808986
1514,2016,1,9.82,7.8,14644900,4971,8.11,9.31,0.13675213675213688
1514,2016,2,10.65,9.01,33283903,8568,9.27,10.3,0.10633727175080561
1514,2016,3,11.2,9.5,56652088,15643,10.3,10.5,0.01941747572815527
1514,2016,4,10.8,9.05,34301214,9578,10.5,9.61,-0.08476190476190482
1514,2017,1,11.0,9.5,50309060,14974,9.61,10.65,0.10822060353798137
1514,2017,2,11.65,10.05,57065365,15118,10.65,10.45,-0.018779342723004796
1514,2017,3,10.9,9.61,60851331,14246,10.45,10.75,0.028708133971291936
1514,2017,4,12.4,10.3,121175941,34760,10.75,11.85,0.10232558139534881
1514,2018,1,13.8,10.4,138381029,41181,11.85,13.8,0.16455696202531656
1514,2018,2,20.1,14.35,437832189,157671,15.15,16.15,0.1702898550724636
1514,2018,3,16.25,12.9,90738671,32303,16.15,14.9,-0.07739938080495345
1514,2018,4,15.5,11.25,65160910,26119,14.95,13.15,-0.1174496644295302
1514,2019,1,15.7,12.75,53827714,19736,13.2,15.3,0.1634980988593156
1514,2019,2,17.15,15.0,72362490,25397,15.45,16.3,0.06535947712418301
1514,2019,3,19.1,15.8,90301154,32824,16.35,16.9,0.036809815950920116
1514,2019,4,18.2,16.5,64283616,24498,16.95,17.9,0.0591715976331361
1514,2020,1,23.1,13.4,163952110,66697,18.05,16.55,-0.07541899441340771
1514,2020,2,25.4,16.3,130141920,55095,16.35,22.2,0.3413897280966766
1514,2020,3,31.65,22.1,300853714,142941,22.25,25.9,0.16666666666666663
1514,2020,4,30.3,25.35,140604714,77348,25.65,26.1,0.007722007722007832
1514,2021,1,27.5,22.9,65404531,37112,26.1,25.85,-0.009578544061302681
1514,2021,2,28.55,24.2,66544313,32710,25.85,25.05,-0.030947775628626717
1515,2009,4,11.05,8.86,63812051,15316,9.0,10.1,
1515,2010,1,10.75,7.92,49504383,11810,10.0,10.55,0.04455445544554466
1515,2010,2,13.5,10.4,96245028,23349,10.5,11.9,0.12796208530805683
1515,2010,3,11.9,9.31,35669175,10428,11.8,10.2,-0.14285714285714293
1515,2010,4,10.5,9.33,21900364,6235,10.2,9.97,-0.022549019607843005
1515,2011,1,11.05,7.45,23500550,7063,10.05,7.94,-0.20361083249749248
1515,2011,2,8.23,4.8,33044813,8631,7.94,5.1,-0.35768261964735526
1515,2011,3,5.85,4.5,16256208,4613,5.12,4.63,-0.092156862745098
1515,2011,4,4.94,4.3,11188098,3545,4.65,4.8,0.03671706263498919
1515,2012,1,6.3,4.48,19317327,5885,4.75,5.6,0.16666666666666663
1515,2012,2,5.66,4.7,11908188,3772,5.51,5.01,-0.10535714285714284
1515,2012,3,6.64,4.75,19885038,4936,5.01,6.45,0.2874251497005989
1515,2012,4,7.99,4.94,17945385,5299,6.45,7.75,0.2015503875968992
1515,2013,1,9.8,7.43,16167506,5513,7.69,8.28,0.06838709677419347
1515,2013,2,9.44,8.07,20643189,5486,8.29,8.88,0.07246376811594221
1515,2013,3,11.7,8.19,98429979,26307,8.88,10.95,0.23310810810810792
1515,2013,4,13.8,10.75,107975892,32934,10.75,12.55,0.14611872146118735
