代號,年份,季,最高價,最低價,成交量(股),交易額(萬),開盤價,收盤價,漲跌幅(%)
2347,2016,3,39.0,33.0,269209321,128114,35.1,34.7,-0.0014388489208632276
2347,2016,4,35.05,32.0,182025273,93540,34.65,32.5,-0.06340057636887615
2347,2017,1,34.2,32.1,190732771,89818,32.5,32.65,0.004615384615384572
2347,2017,2,35.65,32.05,194587740,96155,32.8,34.1,0.04441041347626349
2347,2017,3,37.2,32.9,235414549,106321,34.1,36.4,0.06744868035190607
2347,2017,4,41.35,36.35,261283549,119828,36.45,40.55,0.11401098901098898
2347,2018,1,43.8,36.75,265634999,131381,40.6,43.5,0.0727496917385944
2347,2018,2,48.25,41.45,264022110,142475,43.5,46.0,0.05747126436781609
2347,2018,3,45.7,38.05,212420920,122807,45.5,38.95,-0.15326086956521734
2347,2018,4,39.1,32.5,326810393,154905,38.95,36.4,-0.06546854942233643
2347,2019,1,38.25,35.0,132710714,74001,36.5,37.0,0.016483516483516522
2347,2019,2,39.55,36.4,192256204,85510,37.0,39.0,0.05405405405405406
2347,2019,3,39.45,35.75,187325962,86538,39.2,36.3,-0.0692307692307693
2347,2019,4,38.2,35.85,214214863,95881,36.85,37.5,0.033057851239669506
2347,2020,1,39.0,32.75,271803002,107167,37.6,37.15,-0.00933333333333337
2347,2020,2,46.6,36.5,346590709,171084,37.15,41.65,0.12113055181695828
2347,2020,3,46.5,40.15,294049330,148850,41.8,41.3,-0.00840336134453785
2347,2020,4,47.7,40.05,264720614,122707,41.1,47.0,0.1380145278450364
2347,2021,1,55.8,45.1,227993733,115718,46.6,54.5,0.1595744680851064
2347,2021,2,58.5,54.3,86852324,45552,54.5,55.0,0.009174311926605505
2349,2009,4,9.1,7.7,2118075125,320495,8.61,8.8,
2349,2010,1,9.29,7.3,2060451427,288432,9.01,8.28,-0.05909090909090924
2349,2010,2,9.05,7.61,1718353803,257998,8.6,8.08,-0.024154589371980593
2349,2010,3,9.92,8.07,2411920079,317566,8.1,8.81,0.0903465346534654
2349,2010,4,9.15,7.78,1295514184,189221,8.81,8.61,-0.022701475595913855
2349,2011,1,9.47,7.86,1876090933,283699,8.76,8.82,0.024390243902439126
2349,2011,2,9.02,7.3,825590936,146921,8.82,7.93,-0.10090702947845812
2349,2011,3,8.07,4.81,1012131688,161085,7.96,5.42,-0.31651954602774274
2349,2011,4,6.13,3.9,801488415,141944,5.34,4.57,-0.1568265682656826
2349,2012,1,6.11,4.18,1254179932,182110,4.56,5.09,0.1137855579868708
2349,2012,2,5.18,3.88,464097654,78038,5.1,4.25,-0.16502946954813358
2349,2012,3,4.43,3.83,498442862,81002,4.29,3.89,-0.08470588235294114
2349,2012,4,4.14,2.62,972972426,131675,3.84,3.97,0.02056555269922881
2349,2013,1,4.05,3.4,727456360,107845,4.03,3.84,-0.03274559193954668
2349,2013,2,6.7,3.56,1939414335,271922,3.84,5.66,0.4739583333333334
2349,2013,3,6.23,4.96,988555539,157761,5.6,5.15,-0.09010600706713777
2349,2013,4,5.33,3.95,683294912,116252,5.13,5.05,-0.019417475728155442
2349,2014,1,5.8,4.65,703561022,118279,5.1,4.86,-0.037623762376237525
2349,2014,2,5.15,4.36,467880551,83643,4.86,4.7,-0.0329218106995885
2349,2014,3,4.92,3.61,435569466,75697,4.7,3.68,-0.2170212765957447
2349,2014,4,3.94,3.03,370121433,61257,3.68,3.81,0.03532608695652171
2349,2015,1,4.13,3.29,346459392,62875,3.87,3.3,-0.1338582677165355
2349,2015,2,4.03,2.86,650078852,98759,3.27,3.27,-0.009090909090909031
2349,2015,3,3.37,2.5,459215509,71652,3.28,2.91,-0.11009174311926602
2349,2015,4,3.14,2.54,388043055,60309,2.93,2.9,-0.0034364261168385673
2349,2016,1,2.97,2.52,285922944,46554,2.93,2.73,-0.05862068965517239
2349,2016,2,3.13,2.2,570875203,73296,2.69,2.78,0.01831501831501825
2349,2016,3,6.6,2.67,1504696015,200133,2.8,6.37,1.2913669064748203
2349,2016,4,6.56,4.5,460707582,100065,6.41,5.1,-0.19937205651491371
2349,2017,1,6.63,4.93,622183642,116250,5.12,5.64,0.10588235294117648
2349,2017,2,6.01,5.0,326722725,75153,5.61,5.28,-0.06382978723404245
2349,2017,3,5.73,4.95,265923499,56796,5.3,5.12,-0.030303030303030328
2349,2017,4,5.19,4.48,161873636,35874,5.13,4.66,-0.08984374999999999
2349,2018,1,6.12,4.6,677494455,113036,4.66,5.41,0.1609442060085837
2349,2018,2,19.65,5.22,2541028339,502374,5.4,14.65,1.7079482439926064
2349,2018,3,17.2,9.35,1480300865,398618,14.9,13.7,-0.06484641638225264
2349,2018,4,13.9,8.65,996389051,258787,13.7,10.8,-0.21167883211678823
2349,2019,1,12.35,10.6,481663600,129838,11.0,11.35,0.050925925925925826
2349,2019,2,11.6,7.99,338074633,105579,11.45,9.04,-0.20352422907488993
2349,2019,3,9.76,8.25,308077064,89354,9.15,8.76,-0.030973451327433562
2349,2019,4,9.15,6.85,328569413,90511,8.88,7.12,-0.18721461187214608
2349,2020,1,7.2,3.44,251717715,65316,7.13,4.24,-0.4044943820224719
2349,2020,2,7.81,4.21,620071955,136415,4.23,5.24,0.23584905660377356
2349,2020,3,6.9,5.1,842072986,186140,5.35,5.53,0.05534351145038168
2349,2020,4,12.3,10.2,499653633,137293,10.5,10.9,0.9710669077757685
2349,2021,1,11.25,9.88,219109560,68996,10.95,10.5,-0.03669724770642205
2349,2021,2,14.1,10.45,280463161,83248,10.5,10.95,0.04285714285714279
2351,2009,4,48.0,25.0,169909194,60010,26.7,45.25,
2351,2010,1,45.35,33.55,76116788,29200,45.25,42.4,-0.06298342541436468
2351,2010,2,59.2,40.2,179005244,70375,42.35,40.3,-0.04952830188679249
2351,2010,3,47.2,39.0,124847762,52973,40.7,40.05,-0.00620347394540943
2351,2010,4,41.8,35.85,70889699,29605,40.5,40.9,0.021223470661672947
2351,2011,1,43.7,31.1,57180679,24377,41.35,35.8,-0.12469437652811739
2351,2011,2,39.7,33.3,27024123,13320,36.1,34.3,-0.04189944134078213
2351,2011,3,35.3,20.3,31342951,11854,34.65,21.4,-0.3760932944606414
2351,2011,4,22.5,16.2,9480886,4677,21.0,18.15,-0.1518691588785047
2351,2012,1,30.8,17.9,74416960,31892,18.4,28.55,0.5730027548209368
2351,2012,2,28.8,20.6,25242018,11901,28.55,21.5,-0.2469352014010508
2351,2012,3,22.1,19.5,14089272,6492,21.95,21.55,0.00232558139534887
2351,2012,4,21.65,18.0,13636085,6890,21.55,19.8,-0.08120649651972157
2351,2013,1,30.8,19.95,45912537,18887,20.05,29.35,0.4823232323232323
2351,2013,2,34.3,26.15,39149090,17092,29.0,29.75,0.013628620102214602
2351,2013,3,39.1,30.25,73383566,32011,30.35,30.9,0.0386554621848739
2351,2013,4,40.85,31.0,61437256,25484,31.3,40.85,0.3220064724919095
2351,2014,1,50.9,39.4,77525057,33954,41.65,45.3,0.10893512851897175
2351,2014,2,49.35,37.1,39946846,20353,45.3,37.8,-0.16556291390728478
2351,2014,3,43.3,37.0,33078627,17092,38.0,39.75,0.05158730158730167
2351,2014,4,42.5,37.5,22137784,12113,39.55,39.2,-0.013836477987421313
2351,2015,1,47.5,38.8,39938650,20726,39.3,45.7,0.16581632653061223
2351,2015,2,46.2,31.6,21714767,11638,45.7,33.2,-0.2735229759299781
2351,2015,3,33.9,20.55,22606009,11578,33.2,24.75,-0.2545180722891567
2351,2015,4,29.9,24.7,43848765,22451,24.75,27.65,0.11717171717171711
2351,2016,1,37.9,23.5,56737917,27480,27.7,33.05,0.19529837251356236
2351,2016,2,36.7,31.4,47556124,28186,33.0,33.7,0.019667170953101536
2351,2016,3,45.6,33.65,97684771,55127,33.7,42.15,0.2507418397626111
2351,2016,4,43.8,36.9,45330447,26469,42.45,41.45,-0.0166073546856464
2351,2017,1,56.5,41.0,93659049,54294,41.65,47.95,0.15681544028950542
2351,2017,2,65.4,42.2,160949529,89661,48.0,61.8,0.28884254431699674
2351,2017,3,84.6,57.0,211946998,130319,63.0,82.0,0.3268608414239483
2351,2017,4,98.8,76.8,185092600,122733,82.5,85.9,0.04756097560975617
2351,2018,1,96.0,66.7,111707834,76330,86.1,84.8,-0.012805587892898818
2351,2018,2,101.0,67.3,87592056,56706,85.0,84.3,-0.00589622641509434
2351,2018,3,92.8,78.0,66396819,49621,84.3,79.7,-0.05456702253855272
2351,2018,4,80.3,53.5,59154746,44345,79.4,68.9,-0.13550815558343784
2351,2019,1,82.9,65.3,44444835,33091,69.9,71.5,0.03773584905660369
2351,2019,2,74.0,59.9,26861396,20204,71.5,64.4,-0.09930069930069922
2351,2019,3,70.8,56.1,39557059,27146,65.0,61.9,-0.038819875776397623
2351,2019,4,69.0,59.5,26881972,19199,62.3,64.9,0.04846526655896619
2351,2020,1,70.0,33.7,33387474,22975,65.1,37.8,-0.41756548536209565
2351,2020,2,55.5,37.25,41770524,27223,38.55,48.25,0.27645502645502656
2351,2020,3,62.2,43.0,71011610,46296,48.5,58.7,0.21658031088082907
2351,2020,4,98.2,57.0,166465090,111933,58.3,98.2,0.6729131175468483
2351,2021,1,104.5,76.6,255825276,178378,101.0,81.6,-0.16904276985743388
2351,2021,2,99.8,75.4,126218618,85745,82.0,76.3,-0.06495098039215683
2352,2009,4,21.2,18.0,2054352540,503589,18.0,20.05,
2352,2010,1,20.9,14.1,680915738,190610,20.1,17.9,-0.10723192019950135
2352,2010,2,19.4,15.0,509824777,138557,18.25,16.0,-0.10614525139664797
2352,2010,3,22.4,15.5,919812310,226494,16.0,22.15,0.3843749999999999
2352,2010,4,22.45,19.65,737970863,200510,22.3,19.9,-0.10158013544018059
2352,2011,1,22.25,15.2,548102887,152220,20.1,17.8,-0.10552763819095468
2352,2011,2,18.3,12.9,388215706,104589,17.7,13.8,-0.2247191011235955
2352,2011,3,14.1,7.0,755756321,184703,14.0,8.23,-0.4036231884057971
2352,2011,4,9.3,5.58,739873473,176147,8.01,6.24,-0.24179829890643986
2352,2012,1,9.25,6.02,748460298,162225,6.23,7.06,0.1314102564102563
2352,2012,2,7.58,6.34,287414575,74514,7.06,6.97,-0.01274787535410763
2352,2012,3,7.43,6.01,342227181,83392,7.1,6.65,-0.04591104734576749
2352,2012,4,7.95,5.9,739752238,152363,6.63,7.3,0.09774436090225555
2352,2013,1,8.35,6.61,679085452,145382,7.4,7.48,0.024657534246575425
2352,2013,2,7.76,6.62,318771273,82474,7.48,6.75,-0.09759358288770059
2352,2013,3,7.16,6.63,199673524,69023,6.77,6.9,0.022222222222222275
2352,2013,4,7.42,6.13,288646536,63314,6.86,7.33,0.0623188405797101
2352,2014,1,10.85,7.28,916969084,209876,7.28,10.1,0.3778990450204638
2352,2014,2,11.1,9.52,856824755,166345,10.1,10.8,0.06930693069306941
2352,2014,3,16.7,10.85,2832959338,580144,10.9,13.5,0.24999999999999992
2352,2014,4,14.95,11.9,1129721216,246727,13.5,14.55,0.07777777777777783
2352,2015,1,15.85,14.0,756088429,166055,14.55,14.25,-0.020618556701030976
2352,2015,2,14.5,11.5,432496653,118814,14.3,12.0,-0.15789473684210525
2352,2015,3,12.3,8.45,528409539,133127,12.0,10.1,-0.15833333333333335
2352,2015,4,12.3,9.98,717722460,172813,10.15,10.95,0.08415841584158412
2352,2016,1,11.05,9.3,315436231,82542,11.0,10.4,-0.05022831050228301
2352,2016,2,11.75,9.56,309623210,86664,10.45,11.4,0.09615384615384615
2352,2016,3,13.9,11.3,599643173,134467,11.45,13.3,0.16666666666666669
2352,2016,4,15.9,12.2,709464893,155746,13.35,15.05,0.13157894736842105
2352,2017,1,18.2,15.05,690207519,161867,15.1,17.6,0.16943521594684388
2352,2017,2,25.85,17.5,1124216556,305286,17.7,23.25,0.3210227272727272
2352,2017,3,24.95,20.7,1061023238,301462,23.25,21.75,-0.06451612903225806
2352,2017,4,22.95,19.6,545842619,168257,21.85,21.15,-0.02758620689655179
2352,2018,1,22.2,19.25,396045315,115826,21.2,22.0,0.040189125295508346
2352,2018,2,22.85,19.25,678270065,148907,22.05,21.5,-0.022727272727272728
2352,2018,3,23.3,19.45,388779108,109935,21.55,19.95,-0.07209302325581399
2352,2018,4,20.2,16.95,230871912,75836,19.9,19.7,-0.012531328320802006
2352,2019,1,20.85,19.3,218992667,79433,19.85,19.75,0.002538071065989884
2352,2019,2,20.7,18.45,233521201,81280,19.8,20.1,0.017721518987341846
2352,2019,3,22.1,18.4,381922162,114671,20.25,21.15,0.052238805970149106
2352,2019,4,23.25,20.7,509859341,152348,21.45,21.3,0.007092198581560385
2352,2020,1,21.6,13.4,293421059,97389,21.3,14.8,-0.30516431924882625
2352,2020,2,18.45,15.1,376321560,122445,15.15,17.65,0.1925675675675674
2352,2020,3,21.1,16.4,489514418,172773,17.75,18.5,0.04815864022662898
2352,2020,4,29.8,18.35,930458439,339512,18.5,28.95,0.5648648648648649
2352,2021,1,34.6,25.7,1118774291,460765,29.6,34.25,0.1830742659758204
2352,2021,2,38.75,31.1,465245082,210465,34.5,32.8,-0.04233576642335775
2353,2009,4,96.6,75.4,678960421,292419,82.5,96.2,
2353,2010,1,105.5,82.0,840510125,302858,96.2,93.8,-0.024948024948025005
2353,2010,2,95.0,71.4,1075455073,425068,93.8,75.2,-0.19829424307036242
2353,2010,3,89.0,72.5,880823371,354626,75.2,79.4,0.05585106382978727
2353,2010,4,99.4,77.1,859409245,355274,80.0,90.1,0.13476070528967238
2353,2011,1,91.0,58.9,1254385019,488018,90.6,60.0,-0.3340732519422863
2353,2011,2,61.0,46.0,1807928579,706335,60.0,50.0,-0.16666666666666666
2353,2011,3,50.5,27.3,2068248621,697068,50.5,37.7,-0.24599999999999994
2353,2011,4,38.1,29.45,1212339315,431699,37.2,35.1,-0.06896551724137934
2353,2012,1,46.15,34.3,1178671248,445303,35.3,39.15,0.1153846153846153
2353,2012,2,39.8,28.85,1006349472,379185,39.1,30.8,-0.21328224776500634
2353,2012,3,31.55,25.45,1429588193,479271,31.2,28.8,-0.06493506493506493
2353,2012,4,29.3,22.3,1242293039,420398,28.95,25.2,-0.12500000000000006
2353,2013,1,28.2,23.9,996936747,293263,25.7,26.05,0.03373015873015879
2353,2013,2,26.15,20.95,620104055,205167,26.15,21.5,-0.17466410748560462
2353,2013,3,23.9,19.15,949094664,291618,21.55,20.55,-0.04418604651162787
2353,2013,4,20.65,14.8,1192441838,321447,20.55,18.3,-0.1094890510948905
2353,2014,1,19.5,17.3,712066033,211218,18.5,17.95,-0.019125683060109366
2353,2014,2,23.15,17.75,1150953715,320134,17.85,21.35,0.18941504178272994
2353,2014,3,25.7,21.05,1757280082,488897,21.35,21.4,0.002341920374707127
2353,2014,4,22.5,18.75,840942054,256315,21.35,21.35,-0.0023364485981307087
2353,2015,1,22.15,19.75,828428328,266576,21.1,20.2,-0.05386416861826707
2353,2015,2,20.9,14.75,729102501,234468,20.2,14.95,-0.2599009900990099
2353,2015,3,15.7,9.31,1012205881,273789,15.0,12.9,-0.13712374581939793
2353,2015,4,14.85,10.25,741565687,205795,13.0,12.1,-0.06201550387596905
2353,2016,1,13.15,10.1,634593535,174650,12.15,12.35,0.02066115702479339
2353,2016,2,16.2,10.4,1298570890,340387,12.35,15.1,0.22267206477732795
2353,2016,3,16.05,13.8,1190757271,300751,15.15,14.55,-0.03642384105960258
2353,2016,4,14.95,12.65,450122108,147208,14.7,13.1,-0.09965635738831621
2353,2017,1,15.45,13.0,523437532,144749,13.05,14.4,0.0992366412213741
2353,2017,2,17.1,13.85,601299419,175088,14.4,15.95,0.10763888888888881
2353,2017,3,16.6,14.15,604442238,169692,15.95,15.2,-0.047021943573667714
2353,2017,4,24.9,15.1,1875095743,474167,15.35,24.15,0.5888157894736842
2353,2018,1,33.75,23.25,3405419145,982201,24.15,24.7,0.02277432712215324
2353,2018,2,28.5,21.3,1747116330,544868,24.7,24.9,0.008097165991902806
2353,2018,3,26.15,22.6,892962415,309008,25.1,25.25,0.014056224899598452
2353,2018,4,25.7,18.65,839480779,292698,25.3,19.45,-0.22970297029702974
2353,2019,1,21.05,17.15,444475134,166659,19.65,19.75,0.015424164524421632
2353,2019,2,22.25,18.25,454865866,161600,19.85,19.25,-0.02531645569620253
2353,2019,3,19.7,16.4,474702039,169808,19.55,17.8,-0.0753246753246753
2353,2019,4,18.8,17.3,458289892,155433,17.8,17.85,0.0028089887640449836
2353,2020,1,18.4,12.8,707330789,225124,17.9,15.6,-0.1260504201680673
2353,2020,2,18.2,15.0,769212634,231001,15.75,17.9,0.14743589743589738
2353,2020,3,26.7,17.2,2570372043,772706,17.95,24.8,0.3854748603351957
2353,2020,4,25.65,22.2,1666545535,524379,25.0,23.65,-0.04637096774193557
2353,2021,1,32.45,23.25,2748743536,823918,23.7,31.45,0.32980972515856244
2353,2021,2,35.85,30.4,707363783,274598,31.85,31.85,0.01271860095389514
2354,2009,4,125.0,88.4,519629508,270484,91.5,124.0,
2354,2010,1,144.0,112.0,393536331,211931,124.5,116.5,-0.06048387096774194
2354,2010,2,137.5,101.0,383981444,208138,117.0,107.5,-0.07725321888412018
2354,2010,3,124.0,91.5,288152501,167083,107.5,99.0,-0.07906976744186046
2354,2010,4,123.0,92.5,384391448,211005,99.1,117.0,0.18181818181818182
2354,2011,1,121.0,102.5,340064923,178035,117.5,112.0,-0.042735042735042736
2354,2011,2,154.0,111.0,662997044,326283,112.0,119.0,0.0625
2354,2011,3,149.0,87.4,818370559,416164,120.5,99.0,-0.16806722689075632
2354,2011,4,113.5,84.7,516998005,289458,98.2,96.6,-0.0242424242424243
2354,2012,1,144.5,95.0,840493090,371459,96.6,122.0,0.2629399585921326
2354,2012,2,121.5,91.0,729125602,393017,121.0,107.5,-0.11885245901639344
2354,2012,3,123.0,99.8,847745689,399684,109.0,114.0,0.06046511627906977
2354,2012,4,115.5,88.1,659867463,357438,114.0,90.9,-0.20263157894736838
2354,2013,1,92.3,79.6,411144001,235653,90.9,83.2,-0.08470847084708473
2354,2013,2,83.6,70.0,272678425,155383,83.2,72.8,-0.12500000000000006
2354,2013,3,80.8,71.2,234792965,137666,72.8,76.8,0.054945054945054944
2354,2013,4,77.5,64.0,191325325,126085,77.0,69.6,-0.09375000000000004
2354,2014,1,73.2,64.6,199140551,124672,69.7,71.8,0.031609195402298895
2354,2014,2,77.3,68.5,242200024,144690,71.8,72.4,0.008356545961002904
2354,2014,3,78.1,70.5,291026949,164227,72.7,75.2,0.03867403314917123
2354,2014,4,92.7,72.1,573290765,310272,75.2,85.3,0.1343085106382978
2354,2015,1,87.2,77.7,294206883,169180,85.4,84.0,-0.015240328253223882
2354,2015,2,114.0,84.1,616962830,327757,84.5,112.0,0.3333333333333333
2354,2015,3,121.5,82.7,539173401,310465,112.5,94.2,-0.1589285714285714
2354,2015,4,98.3,66.3,543558502,324063,95.0,69.6,-0.26114649681528673
2354,2016,1,73.9,0.0,431487403,246209,69.5,72.2,0.03735632183908059
2354,2016,2,76.1,62.6,283093759,174635,72.4,75.4,0.04432132963988923
2354,2016,3,92.5,73.0,312841624,196407,75.5,91.8,0.21750663129973463
2354,2016,4,96.9,80.7,271005973,181180,92.9,85.3,-0.07080610021786493
2354,2017,1,97.8,83.8,231188732,149582,85.5,92.5,0.08440797186400942
2354,2017,2,96.5,83.0,412759204,253356,92.8,91.8,-0.007567567567567599
2354,2017,3,102.0,85.9,543009316,310658,92.0,88.5,-0.03594771241830062
2354,2017,4,96.6,81.1,369188868,212941,88.6,85.2,-0.037288135593220306
2354,2018,1,88.7,76.0,199749130,126969,84.9,79.6,-0.06572769953051653
2354,2018,2,80.1,71.6,164502982,104224,79.8,74.6,-0.0628140703517588
2354,2018,3,80.0,72.0,173655675,106266,74.6,74.5,-0.0013404825737264655
2354,2018,4,75.5,59.2,184846531,115697,74.9,60.5,-0.18791946308724833
2354,2019,1,64.4,57.5,137113175,80293,60.7,61.5,0.01652892561983471
2354,2019,2,75.1,59.9,174623565,111494,62.3,63.1,0.02601626016260165
2354,2019,3,68.0,59.3,175876540,110184,64.1,64.7,0.025356576862123635
2354,2019,4,70.6,63.0,221218036,130532,64.7,66.2,0.0231839258114374
2354,2020,1,67.0,45.85,182739206,102700,66.5,49.5,-0.25226586102719034
2354,2020,2,58.5,49.0,207850959,124672,49.6,56.5,0.1414141414141414
2354,2020,3,59.2,50.0,206500108,121209,57.1,51.5,-0.08849557522123894
2354,2020,4,56.6,50.0,238123678,140258,51.4,53.4,0.03689320388349512
2354,2021,1,79.6,53.9,1442798277,798591,54.0,72.6,0.35955056179775274
2354,2021,2,73.4,62.3,204543440,127555,73.0,63.6,-0.12396694214876024
2355,2009,4,30.35,23.65,325603216,99385,25.2,28.95,
2355,2010,1,30.0,23.2,152842961,51146,29.4,26.05,-0.10017271157167526
2355,2010,2,26.6,21.15,99329865,35672,26.05,22.8,-0.12476007677543186
2355,2010,3,26.45,22.65,94710482,32815,22.8,25.6,0.12280701754385967
2355,2010,4,27.85,23.7,132987341,43244,25.8,25.1,-0.01953125
2355,2011,1,26.25,22.55,80451864,27466,25.1,24.0,-0.043824701195219175
2355,2011,2,24.9,22.0,33098553,13399,24.0,22.95,-0.04375000000000003
2355,2011,3,23.05,16.85,32720826,14660,23.0,18.25,-0.20479302832244006
2355,2011,4,20.65,17.95,29326198,15165,18.15,19.55,0.07123287671232881
2355,2012,1,28.8,19.25,180479356,58823,19.6,26.9,0.37595907928388733
2355,2012,2,28.45,23.95,122070372,47562,26.7,27.8,0.03345724907063205
2355,2012,3,38.75,28.0,225588667,88773,28.0,34.65,0.24640287769784164
2355,2012,4,35.0,29.1,160212728,67213,34.65,31.3,-0.09668109668109662
2355,2013,1,36.95,29.9,128510695,53928,31.6,36.4,0.16293929712460056
2355,2013,2,44.45,35.45,177904668,78889,36.7,44.0,0.20879120879120883
2355,2013,3,60.2,43.1,270842128,139798,44.2,54.2,0.2318181818181819
2355,2013,4,54.9,44.5,154641041,87935,54.5,49.8,-0.08118081180811818
2355,2014,1,58.2,48.8,220295036,113024,50.0,55.4,0.11244979919678719
2355,2014,2,59.9,54.5,126566166,70518,55.4,57.3,0.0342960288808664
2355,2014,3,58.5,49.5,100063542,55096,57.3,50.6,-0.11692844677137865
2355,2014,4,52.9,45.4,56612132,37423,50.3,50.6,0.0
2355,2015,1,63.5,49.6,91989735,49855,50.4,63.1,0.24703557312252963
2355,2015,2,63.1,46.05,95827093,59441,62.4,47.0,-0.2551505546751189
2355,2015,3,48.9,35.8,134605597,77976,47.45,44.9,-0.04468085106382982
2355,2015,4,54.7,42.55,150873740,88854,45.7,52.9,0.17817371937639198
2355,2016,1,61.9,48.1,143296992,82719,52.8,58.1,0.09829867674858228
2355,2016,2,73.8,56.5,197350643,118136,57.8,69.3,0.19277108433734932
2355,2016,3,77.3,65.9,143103722,86731,69.8,69.8,0.007215007215007215
2355,2016,4,70.6,51.1,153886279,99877,70.5,60.7,-0.13037249283667615
2355,2017,1,64.5,58.9,111777265,65570,60.8,61.7,0.016474464579901153
2355,2017,2,62.8,57.2,102198252,61950,61.8,62.0,0.004862236628849224
2355,2017,3,62.0,53.6,105286451,62434,61.7,58.3,-0.05967741935483876
2355,2017,4,65.0,56.5,114483269,67560,58.8,58.1,-0.003430531732418452
2355,2018,1,59.6,50.4,71389875,46755,58.0,51.7,-0.1101549053356282
2355,2018,2,53.9,38.0,147289665,83718,51.3,38.6,-0.25338491295938104
2355,2018,3,40.45,35.1,101668814,59821,38.6,37.65,-0.024611398963730644
2355,2018,4,39.75,31.85,52441067,34318,37.6,36.05,-0.04249667994687919
2355,2019,1,43.8,35.35,77896571,49037,36.4,38.1,0.056865464632455044
2355,2019,2,39.95,30.55,50512718,33503,38.15,34.75,-0.08792650918635174
2355,2019,3,35.6,29.7,41068501,25486,35.2,31.65,-0.08920863309352522
2355,2019,4,33.2,29.9,81656713,43585,31.5,31.95,0.009478672985782014
2355,2020,1,34.5,18.7,82478299,44560,32.0,20.8,-0.3489827856025039
2355,2020,2,28.85,20.45,111579371,57498,20.9,26.45,0.2716346153846153
2355,2020,3,29.3,24.5,134145041,65719,26.55,29.05,0.09829867674858228
2355,2020,4,33.5,27.3,315325779,155307,29.15,31.7,0.09122203098106707
2355,2021,1,40.45,31.8,331509702,170482,32.3,32.85,0.03627760252365937
2355,2021,2,37.3,30.75,100934432,53166,32.95,31.4,-0.04414003044140039
2356,2009,4,21.05,17.4,817352190,222304,18.7,19.2,
2356,2010,1,20.6,16.5,465429218,141673,19.2,18.15,-0.05468750000000004
2356,2010,2,18.75,16.5,290292646,92517,18.2,17.2,-0.05234159779614322
2356,2010,3,18.8,15.3,269340218,85617,17.2,16.25,-0.05523255813953484
2356,2010,4,17.05,15.5,274318051,91054,16.4,16.5,0.015384615384615385
2356,2011,1,17.45,13.85,221898308,74851,16.6,15.0,-0.09090909090909091
2356,2011,2,15.9,14.5,169777373,56868,15.0,15.0,0.0
2356,2011,3,15.45,10.25,315133092,97302,15.2,11.2,-0.25333333333333335
2356,2011,4,12.2,9.5,260224307,89860,11.05,11.1,-0.008928571428571397
2356,2012,1,14.65,10.9,231254225,75010,11.1,12.95,0.16666666666666663
2356,2012,2,13.45,9.13,341804729,108544,12.75,9.63,-0.25637065637065626
2356,2012,3,11.65,8.6,310698378,106584,9.66,11.6,0.20456905503634462
2356,2012,4,12.15,9.5,249384777,91170,11.55,11.15,-0.0387931034482758
2356,2013,1,12.55,10.75,251733103,81374,11.05,11.35,0.01793721973094164
2356,2013,2,17.3,10.8,660073213,177747,11.35,16.7,0.4713656387665198
2356,2013,3,29.1,16.8,1829123213,556365,16.95,28.6,0.7125748502994014
2356,2013,4,29.45,20.65,1478380552,429318,28.3,26.35,-0.07867132867132867
2356,2014,1,32.35,25.8,924045580,310623,26.65,30.0,0.13851992409867167
2356,2014,2,30.8,25.9,622395069,223881,30.0,28.6,-0.04666666666666662
2356,2014,3,30.25,19.6,818321143,278756,28.7,19.8,-0.3076923076923077
2356,2014,4,22.35,18.55,1039722567,328802,19.6,21.35,0.07828282828282832
2356,2015,1,24.7,20.8,1285446332,374924,21.25,22.65,0.06088992974238862
2356,2015,2,22.7,19.9,677159974,218990,22.6,21.35,-0.057395143487858596
2356,2015,3,21.7,13.3,686984564,225711,21.3,15.6,-0.26932084309133497
2356,2015,4,22.75,15.7,966723996,288186,15.85,21.55,0.3814102564102565
2356,2016,1,26.1,20.15,1471669609,478796,21.6,20.4,-0.05336426914153142
2356,2016,2,23.1,19.6,663820231,251061,20.3,22.85,0.12009803921568642
2356,2016,3,25.85,22.6,661393582,247807,23.0,25.6,0.12035010940919036
2356,2016,4,26.85,20.8,467710644,194381,25.75,22.1,-0.13671875
2356,2017,1,24.45,21.9,443017657,172532,22.35,22.75,0.029411764705882287
2356,2017,2,25.75,21.1,776733450,267329,22.5,24.8,0.09010989010989014
2356,2017,3,27.1,22.0,875359525,288088,24.9,22.65,-0.08669354838709686
2356,2017,4,24.2,22.05,517205876,179656,22.8,23.75,0.0485651214128036
2356,2018,1,24.6,22.2,518667205,184543,23.95,23.15,-0.0252631578947369
2356,2018,2,25.0,22.2,478394322,184368,23.2,23.95,0.03455723542116634
2356,2018,3,28.15,22.15,702454782,249134,24.0,27.4,0.1440501043841336
2356,2018,4,27.55,21.0,605680146,230433,27.35,22.05,-0.19525547445255467
2356,2019,1,24.6,21.65,392893938,148123,22.4,23.45,0.06349206349206342
2356,2019,2,25.1,22.8,399961303,143324,23.55,24.7,0.05330490405117271
2356,2019,3,25.55,20.5,513868433,199847,25.1,21.4,-0.1336032388663968
2356,2019,4,23.55,21.2,392708964,155194,22.0,22.85,0.06775700934579452
2356,2020,1,23.45,18.75,460339156,150847,22.95,23.3,0.01969365426695839
2356,2020,2,26.3,22.55,583620199,216977,23.0,25.1,0.0772532188841202
